CustomerID,Product,Quantity,Price,TotalAmount
1261,Shoes,6,1155,6930
1340,Mobile,4,1160,4640
1364,Mobile,9,3348,30132
1467,Mobile,5,4153,20765
1046,TV,7,1785,12495
1116,Mobile,3,1292,3876
1500,Mobile,7,2375,16625
1020,Mobile,10,2481,24810
1210,Shoes,5,652,3260
1312,TV,5,2776,13880
1449,Laptop,4,3754,15016
1292,Laptop,9,988,8892
1294,Shoes,8,4271,34168
1184,Shoes,3,1682,5046
1043,TV,7,2031,14217
1395,Laptop,8,983,7864
1061,Mobile,1,3179,3179
1403,Shoes,4,3567,14268
1118,Shoes,5,1935,9675
1426,Shoes,9,3417,30753
1014,Laptop,3,1032,3096
1383,Shoes,7,1753,12271
1314,Mobile,7,631,4417
1366,TV,7,3140,21980
1003,Shoes,6,4033,24198
1043,Shoes,2,4928,9856
1476,TV,10,4207,42070
1392,Laptop,4,3709,14836
1442,Laptop,3,3556,10668
1332,Mobile,1,3836,3836
1148,Shoes,3,1854,5562
1055,TV,7,3896,27272
1209,Laptop,7,3399,23793
1115,TV,3,4647,13941
1281,Laptop,9,1703,15327
1491,Mobile,5,4823,24115
1048,Shoes,9,2706,24354
1170,Laptop,3,1162,3486
1304,TV,4,4037,16148
1039,TV,2,3153,6306
1220,TV,1,2290,2290
1384,Shoes,2,4214,8428
1191,Shoes,1,1493,1493
1007,Shoes,8,3737,29896
1041,Mobile,6,1490,8940
1251,TV,8,2583,20664
1351,Laptop,7,1995,13965
1019,TV,6,1087,6522
1177,TV,9,863,7767
1354,Shoes,7,3535,24745
1433,Shoes,7,1114,7798
1130,TV,2,4619,9238
1125,Mobile,6,1910,11460
1466,Laptop,6,4835,29010
1182,Mobile,4,4023,16092
1056,TV,8,4444,35552
1140,Laptop,6,3047,18282
1383,Mobile,5,2698,13490
1292,TV,7,2896,20272
1393,Shoes,8,3160,25280
1129,Laptop,10,4589,45890
1087,Shoes,8,4101,32808
1111,Shoes,10,1294,12940
1397,Shoes,8,4514,36112
1183,Laptop,9,1103,9927
1299,Laptop,3,926,2778
1297,TV,7,993,6951
1327,TV,1,1428,1428
1107,Laptop,8,2224,17792
1076,Mobile,8,4038,32304
1325,TV,3,3736,11208
1453,Shoes,10,3800,38000
1469,Shoes,6,3240,19440
1061,Shoes,4,1281,5124
1208,Laptop,9,2168,19512
1442,Shoes,9,2023,18207
1461,Mobile,10,4416,44160
1224,Shoes,3,2138,6414
1038,Mobile,7,3219,22533
1374,TV,4,2130,8520
1392,Mobile,6,3394,20364
1173,Laptop,8,4994,39952
1237,TV,9,3643,32787
1098,TV,3,3605,10815
1163,Mobile,10,1579,15790
1205,Shoes,9,4791,43119
1221,TV,8,1337,10696
1391,Shoes,8,1184,9472
1386,Mobile,8,4669,37352
1103,Shoes,1,1985,1985
1183,Laptop,5,1882,9410
1233,Laptop,1,2460,2460
1127,Shoes,10,3681,36810
1312,Laptop,3,1906,5718
1073,TV,8,4050,32400
1175,Mobile,9,2707,24363
1392,Mobile,9,3243,29187
1411,TV,3,4999,14997
1028,TV,5,4817,24085
1012,Laptop,3,2626,7878
1107,Laptop,2,3162,6324
1167,Mobile,7,4441,31087
1132,Shoes,4,1845,7380
1119,Mobile,2,2816,5632
1299,Laptop,9,4201,37809
1296,Shoes,10,2861,28610
1240,Mobile,7,3522,24654
1146,Mobile,8,4378,35024
1113,Mobile,7,3053,21371
1359,Mobile,8,3294,26352
1218,Laptop,10,2806,28060
1324,Mobile,5,4442,22210
1401,Shoes,2,4059,8118
1120,Mobile,5,2237,11185
1243,Shoes,5,1082,5410
1397,Laptop,2,2628,5256
1355,TV,3,4195,12585
1464,Laptop,4,980,3920
1023,TV,4,2968,11872
1225,Shoes,4,2907,11628
1281,Mobile,8,4178,33424
1085,Mobile,9,2761,24849
1002,Shoes,10,2261,22610
1406,Shoes,2,2333,4666
1327,Laptop,1,784,784
1056,Shoes,7,1208,8456
1268,Shoes,3,4757,14271
1129,Laptop,10,2466,24660
1082,Shoes,5,1724,8620
1333,Shoes,3,1199,3597
1434,TV,4,4070,16280
1389,Shoes,6,4133,24798
1424,Mobile,3,2823,8469
1472,Mobile,4,4187,16748
1191,Laptop,1,3512,3512
1083,TV,5,709,3545
1289,Mobile,8,2798,22384
1340,Mobile,3,4007,12021
1489,TV,2,2241,4482
1130,Shoes,8,3210,25680
1223,TV,6,3321,19926
1447,Mobile,2,3332,6664
1296,TV,4,4717,18868
1382,Mobile,3,1038,3114
1293,Shoes,8,3856,30848
1144,Mobile,6,1894,11364
1128,Shoes,10,4771,47710
1366,Laptop,5,3504,17520
1435,Mobile,9,2421,21789
1021,Mobile,1,3746,3746
1115,Mobile,2,845,1690
1122,Mobile,5,536,2680
1402,Laptop,5,3753,18765
1173,TV,2,2538,5076
1247,TV,1,1196,1196
1375,TV,7,551,3857
1014,Laptop,5,598,2990
1097,Laptop,1,3359,3359
1045,Mobile,5,3808,19040
1133,Mobile,8,1014,8112
1371,Shoes,3,4665,13995
1400,Laptop,9,847,7623
1370,Shoes,1,1907,1907
1185,Shoes,6,4976,29856
1026,Shoes,6,3098,18588
1165,Shoes,1,3674,3674
1129,Shoes,10,3158,31580
1187,TV,9,3617,32553
1322,Shoes,2,2390,4780
1485,Shoes,9,1841,16569
1174,TV,2,2260,4520
1232,TV,2,3072,6144
1405,Mobile,7,1805,12635
1349,TV,10,3716,37160
1197,Laptop,4,3603,14412
1308,TV,6,2302,13812
1080,Shoes,1,741,741
1081,Laptop,7,4842,33894
1084,TV,3,2821,8463
1444,TV,8,2019,16152
1031,Laptop,10,1039,10390
1241,TV,1,1068,1068
1374,Shoes,9,4912,44208
1488,Shoes,5,4002,20010
1169,TV,3,4523,13569
1004,Shoes,2,2863,5726
1262,TV,1,2406,2406
1079,Mobile,9,1736,15624
1464,Shoes,4,3727,14908
1386,Laptop,2,1311,2622
1288,Mobile,5,3672,18360
1360,Mobile,4,3943,15772
1277,TV,3,1553,4659
1186,Shoes,8,2723,21784
1213,Laptop,6,1817,10902
1117,TV,4,3816,15264
1013,Shoes,2,2540,5080
1273,Laptop,5,2138,10690
1281,Shoes,1,4913,4913
1076,Shoes,7,850,5950
1219,Mobile,1,4207,4207
1303,Shoes,9,4308,38772
1330,Mobile,6,2276,13656
1106,Shoes,7,3383,23681
1467,Mobile,6,2024,12144
1337,Laptop,8,3749,29992
1025,TV,8,4927,39416
1283,Shoes,9,636,5724
1304,Laptop,3,2405,7215
1475,Laptop,6,729,4374
1300,TV,3,1449,4347
1138,Shoes,10,3143,31430
1186,Mobile,5,1001,5005
1117,Laptop,9,2940,26460
1326,Shoes,7,1659,11613
1248,TV,1,4319,4319
1158,Laptop,4,2788,11152
1135,Mobile,5,1735,8675
1098,Shoes,10,3574,35740
1064,Mobile,4,2091,8364
1084,Mobile,3,3999,11997
1248,Shoes,10,3615,36150
1194,TV,6,2684,16104
1214,Shoes,6,2799,16794
1471,Shoes,2,1225,2450
1423,TV,9,3970,35730
1389,Mobile,6,977,5862
1474,Shoes,3,1213,3639
1271,Laptop,5,1964,9820
1004,Mobile,6,4712,28272
1230,Shoes,4,2848,11392
1444,Mobile,1,1157,1157
1088,TV,5,3324,16620
1026,Mobile,6,1471,8826
1272,TV,1,645,645
1161,TV,3,4931,14793
1499,Shoes,1,4960,4960
1170,Laptop,5,4170,20850
1469,TV,4,4374,17496
1483,Mobile,8,2655,21240
1477,Laptop,10,4559,45590
1278,Shoes,9,2751,24759
1108,Shoes,8,3171,25368
1353,TV,8,2016,16128
1404,TV,8,4371,34968
1500,Laptop,6,2461,14766
1429,Mobile,4,1256,5024
1187,Mobile,6,3494,20964
1175,Shoes,10,3015,30150
1205,Shoes,9,1543,13887
1388,Laptop,7,1412,9884
1011,Mobile,6,4525,27150
1079,Mobile,5,4241,21205
1230,TV,6,3183,19098
1442,Laptop,8,1352,10816
1276,Laptop,8,809,6472
1162,Mobile,10,3441,34410
1220,Shoes,4,742,2968
1411,Laptop,4,2041,8164
1351,Shoes,7,4843,33901
1353,Mobile,5,4407,22035
1202,Shoes,8,1188,9504
1407,TV,6,3500,21000
1009,Laptop,8,2879,23032
1001,Mobile,2,3733,7466
1040,TV,5,4271,21355
1218,Laptop,6,2860,17160
1339,Mobile,9,2610,23490
1358,Laptop,2,2416,4832
1423,TV,10,4577,45770
1442,Shoes,6,4497,26982
1155,Shoes,2,3495,6990
1276,Mobile,3,2880,8640
1083,TV,5,1077,5385
1256,TV,5,3071,15355
1185,Laptop,1,1679,1679
1325,Laptop,2,4968,9936
1296,Mobile,2,1813,3626
1469,Laptop,6,3644,21864
1305,Laptop,4,2863,11452
1345,Laptop,2,1091,2182
1492,Laptop,3,3428,10284
1379,TV,2,3574,7148
1447,Mobile,4,939,3756
1448,Laptop,5,2798,13990
1465,TV,10,1159,11590
1473,Mobile,4,1485,5940
1421,TV,10,3235,32350
1074,Mobile,7,1864,13048
1339,Shoes,6,4051,24306
1337,Laptop,4,2334,9336
1372,Shoes,4,725,2900
1415,Laptop,5,3444,17220
1369,Shoes,2,4015,8030
1102,Shoes,7,3112,21784
1021,Laptop,1,2401,2401
1239,Mobile,4,2003,8012
1486,TV,10,2881,28810
1471,Mobile,5,1031,5155
1101,Mobile,2,3146,6292
1262,TV,9,4410,39690
1055,Mobile,8,4069,32552
1065,Laptop,9,3650,32850
1077,Shoes,10,4271,42710
1090,Mobile,9,2400,21600
1244,Mobile,3,4496,13488
1459,Laptop,8,1216,9728
1173,Laptop,6,1578,9468
1410,Shoes,3,2272,6816
1325,Shoes,9,1856,16704
1170,Shoes,9,3733,33597
1197,TV,8,4062,32496
1205,Shoes,2,3316,6632
1462,Laptop,8,2738,21904
1490,Laptop,5,4222,21110
1274,Shoes,9,3487,31383
1034,Shoes,4,4734,18936
1104,Mobile,1,1269,1269
1378,TV,2,2396,4792
1018,TV,7,2960,20720
1483,Laptop,6,1231,7386
1465,TV,10,1122,11220
1487,Shoes,6,743,4458
1224,Laptop,8,2603,20824
1039,Mobile,3,2354,7062
1050,Mobile,6,1363,8178
1341,Shoes,3,1090,3270
1292,Shoes,8,1220,9760
1346,Laptop,8,4980,39840
1390,TV,2,2671,5342
1417,TV,9,3030,27270
1430,Shoes,2,3270,6540
1400,TV,7,3023,21161
1348,Laptop,7,3532,24724
1212,Laptop,10,3384,33840
1169,Laptop,6,2449,14694
1013,Mobile,8,3142,25136
1056,Mobile,6,1368,8208
1013,Shoes,4,3603,14412
1142,Laptop,5,676,3380
1439,Shoes,5,1425,7125
1456,Mobile,8,3644,29152
1158,Mobile,2,3543,7086
1074,Mobile,3,3859,11577
1301,TV,9,4854,43686
1035,TV,6,591,3546
1233,Laptop,3,4502,13506
1447,Laptop,9,1076,9684
1428,TV,3,1643,4929
1145,Shoes,6,2422,14532
1304,Laptop,8,4892,39136
1076,Laptop,6,3119,18714
1208,Shoes,2,1493,2986
1085,Laptop,7,2251,15757
1423,Mobile,2,1394,2788
1094,TV,7,569,3983
1385,Laptop,2,3752,7504
1072,TV,9,1074,9666
1097,Shoes,4,1517,6068
1425,TV,5,565,2825
1059,TV,6,2637,15822
1329,Laptop,3,1350,4050
1232,Mobile,10,4524,45240
1112,Laptop,7,3386,23702
1111,TV,3,2873,8619
1079,Laptop,8,4203,33624
1268,TV,8,3886,31088
1116,TV,2,3027,6054
1233,Shoes,2,3871,7742
1090,Laptop,7,2446,17122
1261,TV,8,2069,16552
1390,TV,5,3737,18685
1297,Laptop,2,4954,9908
1004,Shoes,10,3303,33030
1459,Mobile,8,1813,14504
1064,TV,7,1532,10724
1136,Mobile,6,2814,16884
1144,Laptop,4,4239,16956
1188,Mobile,3,4503,13509
1025,Mobile,5,2147,10735
1437,Shoes,1,1220,1220
1263,Laptop,1,3131,3131
1274,Mobile,9,1633,14697
1346,Shoes,7,2116,14812
1256,TV,2,4186,8372
1054,TV,2,3021,6042
1296,Laptop,7,3182,22274
1163,Mobile,10,2907,29070
1319,Shoes,10,4559,45590
1137,Mobile,7,1203,8421
1068,Laptop,4,1474,5896
1031,TV,5,4706,23530
1160,Mobile,5,527,2635
1124,Mobile,6,2338,14028
1335,TV,4,505,2020
1496,Laptop,5,2300,11500
1116,Laptop,6,645,3870
1083,TV,9,4920,44280
1045,Shoes,7,3372,23604
1293,TV,10,3058,30580
1376,Mobile,8,3573,28584
1220,Shoes,2,2995,5990
1309,TV,4,800,3200
1500,TV,6,2735,16410
1206,Mobile,2,4493,8986
1205,TV,9,3892,35028
1027,Mobile,2,1093,2186
1474,Mobile,8,2079,16632
1313,Shoes,1,4213,4213
1224,TV,7,1132,7924
1264,Shoes,7,4333,30331
1270,Laptop,9,880,7920
1286,TV,3,1095,3285
1300,Mobile,7,941,6587
1192,Mobile,7,1017,7119
1061,Mobile,4,3318,13272
1465,Shoes,3,4660,13980
1287,Shoes,1,1628,1628
1396,TV,4,670,2680
1201,Shoes,1,1571,1571
1174,TV,8,4698,37584
1066,TV,2,1187,2374
1461,TV,3,1574,4722
1390,TV,9,2325,20925
1054,Shoes,6,1815,10890
1428,Laptop,10,3326,33260
1267,Mobile,7,1939,13573
1297,Shoes,7,4559,31913
1464,Shoes,5,3879,19395
1048,Mobile,9,3511,31599
1077,Laptop,7,2754,19278
1078,Shoes,3,1986,5958
1287,Mobile,4,3449,13796
1244,Laptop,8,2269,18152
1118,Shoes,9,4585,41265
1166,Shoes,8,2690,21520
1321,TV,4,4028,16112
1481,TV,9,1262,11358
1244,Shoes,2,1386,2772
1482,Mobile,10,4149,41490
1401,Shoes,10,3900,39000
1144,Shoes,2,2715,5430
1392,TV,7,2222,15554
1032,Laptop,7,2806,19642
1338,Mobile,9,1376,12384
1158,Shoes,2,4947,9894
1168,TV,9,2231,20079
1244,Mobile,7,1480,10360
1024,Mobile,9,2734,24606
1093,TV,8,4687,37496
1150,Laptop,3,2690,8070
1240,Mobile,8,3615,28920
1437,Laptop,1,4781,4781
1138,Shoes,6,3296,19776
1193,TV,7,682,4774
1422,Mobile,7,873,6111
1430,Laptop,2,4896,9792
1300,Laptop,2,1270,2540
1259,TV,4,2161,8644
1282,Shoes,1,1046,1046
1042,Laptop,5,3970,19850
1243,Mobile,4,2936,11744
1278,Mobile,1,2251,2251
1341,Mobile,6,3638,21828
1244,Shoes,5,1643,8215
1353,Shoes,3,2422,7266
1403,Mobile,7,4558,31906
1019,Laptop,4,2531,10124
1497,Shoes,10,4954,49540
1264,Laptop,6,1647,9882
1104,TV,1,1743,1743
1065,Shoes,10,4828,48280
1380,Shoes,3,2481,7443
1456,TV,1,3911,3911
1198,Laptop,3,2424,7272
1495,Laptop,2,2174,4348
1150,Shoes,7,3252,22764
1379,TV,3,3242,9726
1036,Laptop,5,702,3510
1158,Laptop,10,945,9450
1210,TV,3,4780,14340
1378,Mobile,8,3538,28304
1150,Laptop,3,4389,13167
1437,Mobile,9,3971,35739
1309,TV,2,2980,5960
1153,TV,8,680,5440
1467,Mobile,7,572,4004
1241,Shoes,9,972,8748
1443,Shoes,3,3405,10215
1314,Mobile,1,3176,3176
1280,Shoes,8,678,5424
1092,Mobile,4,2084,8336
1269,Laptop,7,626,4382
1323,Laptop,9,2367,21303
1055,TV,3,4318,12954
1309,Laptop,6,2660,15960
1184,Laptop,10,737,7370
1254,Mobile,6,1632,9792
1128,Mobile,4,1861,7444
1131,Shoes,2,1959,3918
1342,Laptop,6,3207,19242
1432,Mobile,3,2214,6642
1339,Laptop,9,4406,39654
1095,Shoes,7,1405,9835
1411,TV,2,3308,6616
1067,TV,4,3620,14480
1202,Laptop,2,4676,9352
1121,Shoes,7,3672,25704
1272,Mobile,9,2783,25047
1422,TV,10,3892,38920
1286,Mobile,9,3776,33984
1240,TV,9,1970,17730
1353,Laptop,6,4436,26616
1154,Mobile,2,2646,5292
1016,TV,7,1678,11746
1372,Shoes,4,2997,11988
1221,Mobile,1,4647,4647
1402,Mobile,10,3071,30710
1006,Mobile,6,923,5538
1198,Laptop,8,2445,19560
1354,Laptop,3,1770,5310
1048,Mobile,9,3548,31932
1290,Laptop,5,1090,5450
1297,Laptop,1,1980,1980
1306,Mobile,8,1497,11976
1251,Laptop,4,4536,18144
1389,Mobile,1,4185,4185
1419,TV,3,3208,9624
1378,Shoes,5,3760,18800
1461,Laptop,7,2796,19572
1291,Mobile,1,764,764
1054,Laptop,1,984,984
1021,Laptop,1,4186,4186
1134,Shoes,8,1004,8032
1336,TV,5,4238,21190
1096,Shoes,3,2458,7374
1064,TV,5,919,4595
1398,Mobile,8,2675,21400
1205,TV,6,833,4998
1366,TV,10,1243,12430
1227,Mobile,9,4289,38601
1242,TV,6,2018,12108
1248,Laptop,2,1043,2086
1350,TV,2,3838,7676
1060,Mobile,1,932,932
1068,Shoes,5,1982,9910
1209,Laptop,6,1511,9066
1168,Mobile,5,4893,24465
1422,Laptop,2,3441,6882
1310,Shoes,7,2120,14840
1197,TV,10,1774,17740
1201,Laptop,4,1892,7568
1246,Laptop,8,4030,32240
1072,TV,1,1899,1899
1019,Shoes,1,2998,2998
1407,Mobile,1,3597,3597
1258,Shoes,7,4045,28315
1177,Laptop,5,2579,12895
1353,Laptop,6,1023,6138
1203,Laptop,3,4469,13407
1362,Laptop,1,3230,3230
1314,Shoes,9,4421,39789
1222,Mobile,2,1273,2546
1006,Mobile,6,3830,22980
1087,Mobile,1,4382,4382
1337,Mobile,4,4912,19648
1137,TV,8,2611,20888
1133,Shoes,10,3209,32090
1470,Laptop,7,957,6699
1076,Mobile,10,4253,42530
1153,Mobile,7,3106,21742
1269,Mobile,8,1119,8952
1010,Shoes,5,1248,6240
1284,Mobile,3,4228,12684
1157,Shoes,4,2269,9076
1192,Laptop,2,2667,5334
1096,Laptop,7,1832,12824
1390,Mobile,10,1539,15390
1163,Shoes,5,2476,12380
1192,Laptop,4,3901,15604
1468,Laptop,2,2021,4042
1352,Mobile,1,2122,2122
1077,TV,2,4237,8474
1422,TV,2,2914,5828
1321,Laptop,5,3157,15785
1432,Laptop,7,2840,19880
1491,Laptop,4,3179,12716
1083,TV,10,1273,12730
1395,TV,5,4519,22595
1481,TV,2,3078,6156
1018,Mobile,9,3684,33156
1124,TV,2,4936,9872
1478,TV,6,2415,14490
1084,TV,2,4936,9872
1232,Shoes,9,2682,24138
1107,Laptop,9,3739,33651
1258,Shoes,9,2896,26064
1478,TV,2,609,1218
1302,Shoes,3,4156,12468
1170,Shoes,3,3027,9081
1128,Mobile,8,2176,17408
1086,Shoes,4,2361,9444
1378,Mobile,4,3182,12728
1468,Laptop,2,2595,5190
1345,TV,7,4165,29155
1386,Shoes,6,902,5412
1249,Shoes,9,2027,18243
1326,Mobile,5,4093,20465
1394,TV,4,1144,4576
1203,Laptop,5,3149,15745
1362,Laptop,2,1373,2746
1183,TV,8,3668,29344
1127,Mobile,5,1201,6005
1030,Shoes,4,1699,6796
1318,TV,9,3059,27531
1434,TV,10,4174,41740
1322,Laptop,4,2759,11036
1460,Laptop,2,3455,6910
1159,Shoes,2,2581,5162
1483,Mobile,4,4974,19896
1056,Mobile,8,4160,33280
1126,TV,2,3924,7848
1212,TV,4,3625,14500
1307,Laptop,5,1341,6705
1127,Laptop,7,911,6377
1407,Mobile,10,2805,28050
1355,Shoes,5,4908,24540
1359,Mobile,7,3079,21553
1449,TV,6,2640,15840
1341,Mobile,1,897,897
1174,TV,3,2915,8745
1103,Laptop,7,4921,34447
1263,Shoes,7,3620,25340
1023,TV,4,3735,14940
